economy,time,SP.URB.TOTL.IN.ZS
MAC,YR2010,100.0
MAC,YR2011,100.0
MAC,YR2012,100.0
MAC,YR2013,100.0
MAC,YR2014,100.0
MAC,YR2015,100.0
MAC,YR2016,100.0
MAC,YR2017,100.0
MAC,YR2018,100.0
MAC,YR2019,100.0
MAR,YR2006,55.746
MAR,YR2007,56.317
MAR,YR2008,56.886
MAR,YR2009,57.452
MAR,YR2010,58.018
MAR,YR2011,58.581
MAR,YR2012,59.142
MAR,YR2013,59.7
MAR,YR2014,60.256
MAR,YR2015,60.809
MAR,YR2016,61.36
MAR,YR2017,61.908
MAR,YR2018,62.453
MAR,YR2019,62.994
MCO,YR2006,100.0
MCO,YR2007,100.0
MCO,YR2008,100.0
MCO,YR2009,100.0
MCO,YR2010,100.0
MCO,YR2011,100.0
MCO,YR2012,100.0
MCO,YR2013,100.0
MCO,YR2014,100.0
MCO,YR2015,100.0
MCO,YR2016,100.0
MCO,YR2017,100.0
MCO,YR2018,100.0
MCO,YR2019,100.0
MDA,YR2006,42.744
MDA,YR2007,42.713
MDA,YR2008,42.682
MDA,YR2009,42.651
MDA,YR2010,42.62
MDA,YR2011,42.589
MDA,YR2012,42.558
MDA,YR2013,42.527
MDA,YR2014,42.496
MDA,YR2015,42.49
MDA,YR2016,42.511
MDA,YR2017,42.557
MDA,YR2018,42.629
MDA,YR2019,42.726
MDG,YR2006,29.425
MDG,YR2007,30.043
MDG,YR2008,30.67
MDG,YR2009,31.301
MDG,YR2010,31.938
MDG,YR2011,32.58
MDG,YR2012,33.227
MDG,YR2013,33.878
MDG,YR2014,34.534
MDG,YR2015,35.193
MDG,YR2016,35.856
MDG,YR2017,36.522
MDG,YR2018,37.191
MDG,YR2019,37.861
MDV,YR2006,34.794
MDV,YR2007,35.2
MDV,YR2008,35.61
MDV,YR2009,36.021
MDV,YR2010,36.434
MDV,YR2011,36.849
MDV,YR2012,37.267
MDV,YR2013,37.685
MDV,YR2014,38.106
MDV,YR2015,38.529
MDV,YR2016,38.954
MDV,YR2017,39.38
MDV,YR2018,39.808
MDV,YR2019,40.238
MEA,YR2006,60.7422517926746
MEA,YR2007,61.1753525749648
MEA,YR2008,61.6094501857364
MEA,YR2009,62.0404519876563
MEA,YR2010,62.4177973177006
MEA,YR2011,62.6718495677513
MEA,YR2012,62.9313265030972
MEA,YR2013,63.2755312030127
MEA,YR2014,63.6534664834985
MEA,YR2015,64.0573700796651
MEA,YR2016,64.3994716193998
MEA,YR2017,64.711306676216
MEA,YR2018,65.0212269981976
MEA,YR2019,65.3131692463537
MEX,YR2006,76.616
MEX,YR2007,76.92
MEX,YR2008,77.222
MEX,YR2009,77.52
MEX,YR2010,77.815
MEX,YR2011,78.111
MEX,YR2012,78.405
MEX,YR2013,78.699
MEX,YR2014,78.993
MEX,YR2015,79.285
MEX,YR2016,79.577
MEX,YR2017,79.867
MEX,YR2018,80.156
MEX,YR2019,80.444
MHL,YR2006,71.635
MHL,YR2007,72.126
MHL,YR2008,72.613
MHL,YR2009,73.093
MHL,YR2010,73.568
MHL,YR2011,74.038
MHL,YR2012,74.498
MHL,YR2013,74.946
MHL,YR2014,75.384
MHL,YR2015,75.811
MHL,YR2016,76.228
MHL,YR2017,76.634
MHL,YR2018,77.031
MHL,YR2019,77.417
MIC,YR2006,44.7117029933133
MIC,YR2007,45.332225651013
MIC,YR2008,45.9577306901759
MIC,YR2009,46.5846691522296
MIC,YR2010,47.2074035561527
MIC,YR2011,47.806114761371
MIC,YR2012,48.3991754910079
MIC,YR2013,49.0019052310543
MIC,YR2014,49.6122562469118
MIC,YR2015,50.2195984228599
MIC,YR2016,50.8173235281154
MIC,YR2017,51.4096385553329
MIC,YR2018,51.9962060873113
MIC,YR2019,52.5750511164366
MKD,YR2006,57.383
MKD,YR2007,57.264
MKD,YR2008,57.175
MKD,YR2009,57.117
MKD,YR2010,57.089
MKD,YR2011,57.092
MKD,YR2012,57.125
MKD,YR2013,57.189
MKD,YR2014,57.284
MKD,YR2015,57.408
MKD,YR2016,57.563
MKD,YR2017,57.748
MKD,YR2018,57.963
MKD,YR2019,58.208
MLI,YR2006,32.832
MLI,YR2007,33.612
MLI,YR2008,34.403
MLI,YR2009,35.2
MLI,YR2010,35.999
MLI,YR2011,36.799
MLI,YR2012,37.599
MLI,YR2013,38.398
MLI,YR2014,39.196
MLI,YR2015,39.991
MLI,YR2016,40.783
MLI,YR2017,41.572
MLI,YR2018,42.356
MLI,YR2019,43.136
MLT,YR2006,93.784
MLT,YR2007,93.857
MLT,YR2008,93.929
MLT,YR2009,94.001
MLT,YR2010,94.072
MLT,YR2011,94.141
MLT,YR2012,94.211
MLT,YR2013,94.279
MLT,YR2014,94.347
MLT,YR2015,94.414
MLT,YR2016,94.48
MLT,YR2017,94.546
MLT,YR2018,94.612
MLT,YR2019,94.678
MMR,YR2006,28.132
MMR,YR2007,28.319
MMR,YR2008,28.507
MMR,YR2009,28.695
MMR,YR2010,28.885
MMR,YR2011,29.075
MMR,YR2012,29.266
MMR,YR2013,29.457
MMR,YR2014,29.65
MMR,YR2015,29.858
MMR,YR2016,30.082
MMR,YR2017,30.322
MMR,YR2018,30.579
MMR,YR2019,30.852
MNA,YR2006,57.4525124710855
MNA,YR2007,57.7867573605811
MNA,YR2008,58.1195814337611
MNA,YR2009,58.4652794071632
MNA,YR2010,58.8044218699256
MNA,YR2011,59.025302159951
MNA,YR2012,59.2457714497374
MNA,YR2013,59.5694238699145
MNA,YR2014,59.9497269847317
MNA,YR2015,60.3566537794301
MNA,YR2016,60.6881917631756
MNA,YR2017,60.9917609724414
MNA,YR2018,61.2944677612403
MNA,YR2019,61.591124938895
MNE,YR2006,62.803
MNE,YR2007,63.139
MNE,YR2008,63.475
MNE,YR2009,63.808
MNE,YR2010,64.14
MNE,YR2011,64.472
MNE,YR2012,64.804
MNE,YR2013,65.137
MNE,YR2014,65.471
MNE,YR2015,65.806
MNE,YR2016,66.141
MNE,YR2017,66.477
MNE,YR2018,66.813
MNE,YR2019,67.15
MNG,YR2006,63.535
MNG,YR2007,64.564
MNG,YR2008,65.581
MNG,YR2009,66.58
MNG,YR2010,67.567
MNG,YR2011,67.963
MNG,YR2012,68.03
MNG,YR2013,68.097
MNG,YR2014,68.163
MNG,YR2015,68.23
MNG,YR2016,68.297
MNG,YR2017,68.363
MNG,YR2018,68.445
MNG,YR2019,68.543
MNP,YR2006,90.638
MNP,YR2007,90.716
MNP,YR2008,90.795
MNP,YR2009,90.872
MNP,YR2010,90.949
MNP,YR2011,91.028
MNP,YR2012,91.108
MNP,YR2013,91.19
MNP,YR2014,91.273
MNP,YR2015,91.357
MNP,YR2016,91.443
MNP,YR2017,91.53
MNP,YR2018,91.618
MNP,YR2019,91.708
MOZ,YR2006,30.182
MOZ,YR2007,30.364
MOZ,YR2008,30.832
MOZ,YR2009,31.328
MOZ,YR2010,31.83
MOZ,YR2011,32.336
MOZ,YR2012,32.846
MOZ,YR2013,33.36
MOZ,YR2014,33.878
MOZ,YR2015,34.4
MOZ,YR2016,34.926
MOZ,YR2017,35.455
MOZ,YR2018,35.988
MOZ,YR2019,36.528
MRT,YR2006,42.998
MRT,YR2007,43.89
MRT,YR2008,44.788
MRT,YR2009,45.686
MRT,YR2010,46.588
MRT,YR2011,47.493
MRT,YR2012,48.4
MRT,YR2013,49.306
MRT,YR2014,50.203
MRT,YR2015,51.089
MRT,YR2016,51.962
MRT,YR2017,52.824
MRT,YR2018,53.672
MRT,YR2019,54.507
MUS,YR2006,42.0
MUS,YR2007,41.889
MUS,YR2008,41.777
MUS,YR2009,41.666
MUS,YR2010,41.555
MUS,YR2011,41.444
MUS,YR2012,41.332
MUS,YR2013,41.222
MUS,YR2014,41.111
MUS,YR2015,41.0
MUS,YR2016,40.91
MUS,YR2017,40.841
MUS,YR2018,40.793
MUS,YR2019,40.766
MWI,YR2006,15.144
MWI,YR2007,15.235
MWI,YR2008,15.326
MWI,YR2009,15.429
MWI,YR2010,15.544
MWI,YR2011,15.672
MWI,YR2012,15.812
MWI,YR2013,15.966
MWI,YR2014,16.132
MWI,YR2015,16.313
MWI,YR2016,16.506
MWI,YR2017,16.714
MWI,YR2018,16.937
MWI,YR2019,17.174
MYS,YR2006,67.483
MYS,YR2007,68.36
MYS,YR2008,69.225
MYS,YR2009,70.075
MYS,YR2010,70.912
MYS,YR2011,71.609
MYS,YR2012,72.275
MYS,YR2013,72.93
MYS,YR2014,73.577
MYS,YR2015,74.213
MYS,YR2016,74.84
MYS,YR2017,75.447
MYS,YR2018,76.036
MYS,YR2019,76.607
NAC,YR2006,80.1140965269405
NAC,YR2007,80.2853299051227
NAC,YR2008,80.4555795945244
NAC,YR2009,80.624752343843
NAC,YR2010,80.7919856371466
NAC,YR2011,80.9626420370896
NAC,YR2012,81.1243012236089
NAC,YR2013,81.2903741868684
NAC,YR2014,81.459871950822
NAC,YR2015,81.6330936928194
NAC,YR2016,81.8087700069008
NAC,YR2017,81.9896398054891
NAC,YR2018,82.1730644088119
NAC,YR2019,82.3616890265939
NAM,YR2006,37.61
NAM,YR2007,38.598
NAM,YR2008,39.597
NAM,YR2009,40.601
NAM,YR2010,41.616
NAM,YR2011,42.637
NAM,YR2012,43.693
NAM,YR2013,44.756
NAM,YR2014,45.826
NAM,YR2015,46.9
NAM,YR2016,47.961
NAM,YR2017,49.005
NAM,YR2018,50.032
NAM,YR2019,51.042
NCL,YR2006,64.638
NCL,YR2007,65.306
NCL,YR2008,65.969
NCL,YR2009,66.624
NCL,YR2010,67.102
NCL,YR2011,67.565
NCL,YR2012,68.024
NCL,YR2013,68.479
NCL,YR2014,68.931
NCL,YR2015,69.379
NCL,YR2016,69.821
NCL,YR2017,70.256
NCL,YR2018,70.683
NCL,YR2019,71.104
NER,YR2006,16.238
NER,YR2007,16.234
NER,YR2008,16.229
NER,YR2009,16.225
NER,YR2010,16.221
NER,YR2011,16.216
NER,YR2012,16.212
NER,YR2013,16.208
NER,YR2014,16.219
NER,YR2015,16.247
NER,YR2016,16.29
NER,YR2017,16.35
NER,YR2018,16.425
NER,YR2019,16.517
NGA,YR2006,39.943
NGA,YR2007,40.819
NGA,YR2008,41.702
NGA,YR2009,42.588
NGA,YR2010,43.48
NGA,YR2011,44.366
NGA,YR2012,45.246
NGA,YR2013,46.118
NGA,YR2014,46.982
NGA,YR2015,47.838
NGA,YR2016,48.683
NGA,YR2017,49.519
NGA,YR2018,50.344
NGA,YR2019,51.157
NIC,YR2006,56.132
NIC,YR2007,56.328
NIC,YR2008,56.525
NIC,YR2009,56.721
NIC,YR2010,56.917
NIC,YR2011,57.113
NIC,YR2012,57.309
NIC,YR2013,57.505
NIC,YR2014,57.7
NIC,YR2015,57.895
NIC,YR2016,58.09
NIC,YR2017,58.299
NIC,YR2018,58.522
NIC,YR2019,58.76
NLD,YR2006,83.636
NLD,YR2007,84.539
NLD,YR2008,85.402
NLD,YR2009,86.288
NLD,YR2010,87.134
NLD,YR2011,87.879
NLD,YR2012,88.588
NLD,YR2013,89.187
NLD,YR2014,89.69
NLD,YR2015,90.173
NLD,YR2016,90.635
NLD,YR2017,91.077
NLD,YR2018,91.49
NLD,YR2019,91.876
NOR,YR2006,77.95
NOR,YR2007,78.234
NOR,YR2008,78.526
NOR,YR2009,78.815
NOR,YR2010,79.102
NOR,YR2011,79.455
NOR,YR2012,79.874
NOR,YR2013,80.286
NOR,YR2014,80.692
NOR,YR2015,81.091
NOR,YR2016,81.485
NOR,YR2017,81.871
NOR,YR2018,82.248
NOR,YR2019,82.616
NPL,YR2006,15.462
NPL,YR2007,15.781
NPL,YR2008,16.105
NPL,YR2009,16.434
NPL,YR2010,16.768
NPL,YR2011,17.108
NPL,YR2012,17.458
NPL,YR2013,17.815
NPL,YR2014,18.182
NPL,YR2015,18.557
NPL,YR2016,18.942
NPL,YR2017,19.336
NPL,YR2018,19.74
NPL,YR2019,20.153
NRU,YR2006,100.0
NRU,YR2007,100.0
NRU,YR2008,100.0
NRU,YR2009,100.0
NRU,YR2010,100.0
NRU,YR2011,100.0
NRU,YR2012,100.0
NRU,YR2013,100.0
NRU,YR2014,100.0
NRU,YR2015,100.0
NRU,YR2016,100.0
NRU,YR2017,100.0
NRU,YR2018,100.0
NRU,YR2019,100.0
NZL,YR2006,86.4
NZL,YR2007,86.34
NZL,YR2008,86.28
NZL,YR2009,86.22
NZL,YR2010,86.16
NZL,YR2011,86.1
NZL,YR2012,86.161
NZL,YR2013,86.221
NZL,YR2014,86.281
NZL,YR2015,86.341
NZL,YR2016,86.4
NZL,YR2017,86.466
NZL,YR2018,86.538
NZL,YR2019,86.615
OED,YR2006,77.7886567701533
OED,YR2007,78.1003203697819
OED,YR2008,78.4023569982611
OED,YR2009,78.6955439729548
OED,YR2010,78.9822120271477
OED,YR2011,79.2082111272507
OED,YR2012,79.4047531237721
OED,YR2013,79.5976425314764
OED,YR2014,79.7888666107227
OED,YR2015,79.984407728888
OED,YR2016,80.183683700842
OED,YR2017,80.3876785645168
OED,YR2018,80.5954390701777
OED,YR2019,80.8101763842584
OMN,YR2006,72.967
OMN,YR2007,73.527
OMN,YR2008,74.08
OMN,YR2009,74.624
OMN,YR2010,75.161
OMN,YR2011,76.183
OMN,YR2012,77.564
OMN,YR2013,78.882
OMN,YR2014,80.145
OMN,YR2015,81.35
OMN,YR2016,82.5
OMN,YR2017,83.56
OMN,YR2018,84.539
OMN,YR2019,85.443
OSS,YR2006,53.9221886048116
OSS,YR2007,54.8982748305246
OSS,YR2008,55.8497902350386
OSS,YR2009,56.6946887833087
OSS,YR2010,57.3809403084635
OSS,YR2011,57.98889955249
OSS,YR2012,58.5765075209451
OSS,YR2013,59.1840279757626
OSS,YR2014,59.8594259639488
OSS,YR2015,60.5462546293611
OSS,YR2016,61.1853384397234
OSS,YR2017,61.7345664295639
OSS,YR2018,62.1934118687614
OSS,YR2019,62.6137251820681
PAK,YR2006,34.184
PAK,YR2007,34.387
PAK,YR2008,34.59
PAK,YR2009,34.793
PAK,YR2010,34.997
PAK,YR2011,35.202
PAK,YR2012,35.408
PAK,YR2013,35.613
PAK,YR2014,35.819
PAK,YR2015,36.026
PAK,YR2016,36.234
PAK,YR2017,36.442
PAK,YR2018,36.666
PAK,YR2019,36.907
PAN,YR2006,63.976
PAN,YR2007,64.268
PAN,YR2008,64.56
PAN,YR2009,64.851
PAN,YR2010,65.14
PAN,YR2011,65.437
PAN,YR2012,65.741
PAN,YR2013,66.052
PAN,YR2014,66.371
PAN,YR2015,66.696
PAN,YR2016,67.027
PAN,YR2017,67.365
PAN,YR2018,67.709
PAN,YR2019,68.059
PER,YR2006,75.421
PER,YR2007,75.803
PER,YR2008,76.052
PER,YR2009,76.241
PER,YR2010,76.43
PER,YR2011,76.617
PER,YR2012,76.804
PER,YR2013,76.989
PER,YR2014,77.173
PER,YR2015,77.357
PER,YR2016,77.539
PER,YR2017,77.72
PER,YR2018,77.907
PER,YR2019,78.099
PHL,YR2006,45.625
PHL,YR2007,45.54
PHL,YR2008,45.455
PHL,YR2009,45.371
PHL,YR2010,45.332
PHL,YR2011,45.522
PHL,YR2012,45.712
PHL,YR2013,45.903
PHL,YR2014,46.093
PHL,YR2015,46.284
PHL,YR2016,46.475
PHL,YR2017,46.682
PHL,YR2018,46.907
PHL,YR2019,47.149
PLW,YR2006,71.91
PLW,YR2007,72.655
PLW,YR2008,73.389
PLW,YR2009,74.109
PLW,YR2010,74.817
PLW,YR2011,75.511
PLW,YR2012,76.194
PLW,YR2013,76.862
PLW,YR2014,77.517
PLW,YR2015,78.159
PLW,YR2016,78.775
PLW,YR2017,79.365
PLW,YR2018,79.93
PLW,YR2019,80.47
PNG,YR2006,13.091
PNG,YR2007,13.073
PNG,YR2008,13.055
PNG,YR2009,13.037
PNG,YR2010,13.019
PNG,YR2011,13.0
PNG,YR2012,12.982
PNG,YR2013,12.978
PNG,YR2014,12.988
PNG,YR2015,13.012
PNG,YR2016,13.05
PNG,YR2017,13.102
PNG,YR2018,13.169
PNG,YR2019,13.25
POL,YR2006,61.341
POL,YR2007,61.229
POL,YR2008,61.116
POL,YR2009,61.004
POL,YR2010,60.892
POL,YR2011,60.78
POL,YR2012,60.654
POL,YR2013,60.529
POL,YR2014,60.403
POL,YR2015,60.278
POL,YR2016,60.178
POL,YR2017,60.105
POL,YR2018,60.058
POL,YR2019,60.037
PRE,YR2006,34.9790929985578
PRE,YR2007,35.3757146857808
PRE,YR2008,35.892234086341
PRE,YR2009,36.4274796064389
PRE,YR2010,36.9705682062274
PRE,YR2011,37.5217751066665
PRE,YR2012,38.0702152772948
PRE,YR2013,38.6251529065235
PRE,YR2014,39.1732337321584
PRE,YR2015,39.7217182264371
PRE,YR2016,40.2735374364351
PRE,YR2017,40.8286445049975
PRE,YR2018,41.3826831113215
PRE,YR2019,41.9310319358134
PRI,YR2006,94.056
PRI,YR2007,93.999
PRI,YR2008,93.942
PRI,YR2009,93.884
PRI,YR2010,93.825
PRI,YR2011,93.773
PRI,YR2012,93.726
PRI,YR2013,93.686
PRI,YR2014,93.651
PRI,YR2015,93.624
PRI,YR2016,93.602
PRI,YR2017,93.587
PRI,YR2018,93.578
PRI,YR2019,93.576
PRK,YR2006,59.884
PRK,YR2007,59.962
PRK,YR2008,60.04
PRK,YR2009,60.195
PRK,YR2010,60.377
PRK,YR2011,60.557
PRK,YR2012,60.738
PRK,YR2013,60.918
PRK,YR2014,61.098
PRK,YR2015,61.277
PRK,YR2016,61.471
PRK,YR2017,61.678
PRK,YR2018,61.899
PRK,YR2019,62.134
PRT,YR2006,58.137
PRT,YR2007,58.749
PRT,YR2008,59.359
PRT,YR2009,59.964
PRT,YR2010,60.567
PRT,YR2011,61.167
PRT,YR2012,61.763
PRT,YR2013,62.352
PRT,YR2014,62.936
PRT,YR2015,63.514
PRT,YR2016,64.086
PRT,YR2017,64.652
PRT,YR2018,65.211
PRT,YR2019,65.764
PRY,YR2006,57.96
PRY,YR2007,58.286
PRY,YR2008,58.612
PRY,YR2009,58.937
PRY,YR2010,59.261
PRY,YR2011,59.584
PRY,YR2012,59.907
PRY,YR2013,60.197
PRY,YR2014,60.474
PRY,YR2015,60.75
PRY,YR2016,61.026
PRY,YR2017,61.3
PRY,YR2018,61.585
PRY,YR2019,61.879
PSE,YR2006,73.276
PSE,YR2007,73.491
PSE,YR2008,73.704
PSE,YR2009,73.923
PSE,YR2010,74.149
PSE,YR2011,74.381
PSE,YR2012,74.619
PSE,YR2013,74.863
PSE,YR2014,75.113
PSE,YR2015,75.368
PSE,YR2016,75.628
PSE,YR2017,75.894
PSE,YR2018,76.164
PSE,YR2019,76.44
PSS,YR2006,35.8019608058958
PSS,YR2007,36.0571820933498
PSS,YR2008,36.3443733971839
PSS,YR2009,36.6326776217198
PSS,YR2010,36.8982897991267
PSS,YR2011,37.1398354498205
PSS,YR2012,37.3707948486608
PSS,YR2013,37.5978478959627
PSS,YR2014,37.8224926915805
PSS,YR2015,38.0440977570364
PSS,YR2016,38.2597602654228
PSS,YR2017,38.4685447800817
PSS,YR2018,38.6770227270373
PSS,YR2019,38.8827944465255
PST,YR2006,78.6670560409172
PST,YR2007,78.9809195867281
PST,YR2008,79.2839618116765
PST,YR2009,79.5739714793728
PST,YR2010,79.85237473343
PST,YR2011,80.0620731683733
PST,YR2012,80.2358783049194
PST,YR2013,80.4033495094097
PST,YR2014,80.5710812255378
PST,YR2015,80.743925998894
PST,YR2016,80.919425939494
PST,YR2017,81.0987776351427
PST,YR2018,81.2814606622272
PST,YR2019,81.473850136216
PYF,YR2006,58.002
PYF,YR2007,58.585
PYF,YR2008,59.166
PYF,YR2009,59.742
PYF,YR2010,60.317
PYF,YR2011,60.889
PYF,YR2012,61.459
PYF,YR2013,61.583
PYF,YR2014,61.633
PYF,YR2015,61.683
PYF,YR2016,61.734
PYF,YR2017,61.784
PYF,YR2018,61.834
PYF,YR2019,61.897
QAT,YR2006,97.671
QAT,YR2007,97.917
QAT,YR2008,98.139
QAT,YR2009,98.336
QAT,YR2010,98.501
QAT,YR2011,98.602
QAT,YR2012,98.697
QAT,YR2013,98.785
QAT,YR2014,98.868
QAT,YR2015,98.945
QAT,YR2016,99.015
QAT,YR2017,99.078
QAT,YR2018,99.135
QAT,YR2019,99.188
ROU,YR2006,53.305
ROU,YR2007,53.436
ROU,YR2008,53.567
ROU,YR2009,53.698
ROU,YR2010,53.829
ROU,YR2011,53.96
ROU,YR2012,53.974
ROU,YR2013,53.937
ROU,YR2014,53.9
ROU,YR2015,53.887
ROU,YR2016,53.9
ROU,YR2017,53.936
ROU,YR2018,53.998
ROU,YR2019,54.084
RUS,YR2006,73.508
RUS,YR2007,73.553
RUS,YR2008,73.598
RUS,YR2009,73.642
RUS,YR2010,73.687
RUS,YR2011,73.732
RUS,YR2012,73.791
RUS,YR2013,73.863
RUS,YR2014,73.95
RUS,YR2015,74.05
RUS,YR2016,74.164
RUS,YR2017,74.292
RUS,YR2018,74.433
RUS,YR2019,74.587
RWA,YR2006,16.917
RWA,YR2007,16.921
RWA,YR2008,16.925
RWA,YR2009,16.93
RWA,YR2010,16.934
RWA,YR2011,16.938
RWA,YR2012,16.943
RWA,YR2013,16.947
RWA,YR2014,16.967
RWA,YR2015,17.004
RWA,YR2016,17.056
RWA,YR2017,17.125
RWA,YR2018,17.211
RWA,YR2019,17.313
SAS,YR2006,29.4185674275588
SAS,YR2007,29.7746483575016
SAS,YR2008,30.1339761096236
SAS,YR2009,30.4931685689319
SAS,YR2010,30.8553927006463
SAS,YR2011,31.219043068445
SAS,YR2012,31.5905459251381
SAS,YR2013,31.9702760456188
SAS,YR2014,32.3585341373298
SAS,YR2015,32.7558060065456
SAS,YR2016,33.1623406354833
SAS,YR2017,33.5786134423552
SAS,YR2018,34.0058991979748
SAS,YR2019,34.4446340578761
SAU,YR2006,81.204
SAU,YR2007,81.427
SAU,YR2008,81.649
SAU,YR2009,81.867
SAU,YR2010,82.084
SAU,YR2011,82.302
SAU,YR2012,82.52
SAU,YR2013,82.74
SAU,YR2014,82.96
SAU,YR2015,83.18
SAU,YR2016,83.401
SAU,YR2017,83.622
SAU,YR2018,83.844
SAU,YR2019,84.065
SDN,YR2006,32.813
SDN,YR2007,32.866
SDN,YR2008,32.919
SDN,YR2009,32.993
SDN,YR2010,33.089
SDN,YR2011,33.207
SDN,YR2012,33.346
SDN,YR2013,33.507
SDN,YR2014,33.689
SDN,YR2015,33.894
SDN,YR2016,34.121
SDN,YR2017,34.37
SDN,YR2018,34.642
SDN,YR2019,34.936
SEN,YR2006,42.124
SEN,YR2007,42.535
SEN,YR2008,42.947
SEN,YR2009,43.359
SEN,YR2010,43.773
SEN,YR2011,44.188
SEN,YR2012,44.603
SEN,YR2013,45.019
SEN,YR2014,45.436
SEN,YR2015,45.862
SEN,YR2016,46.296
SEN,YR2017,46.74
SEN,YR2018,47.192
SEN,YR2019,47.653
SGP,YR2006,100.0
SGP,YR2007,100.0
SGP,YR2008,100.0
SGP,YR2009,100.0
SGP,YR2010,100.0
SGP,YR2011,100.0
SGP,YR2012,100.0
SGP,YR2013,100.0
SGP,YR2014,100.0
SGP,YR2015,100.0
SGP,YR2016,100.0
SGP,YR2017,100.0
SGP,YR2018,100.0
SGP,YR2019,100.0
SLB,YR2006,18.259
SLB,YR2007,18.694
SLB,YR2008,19.138
SLB,YR2009,19.589
SLB,YR2010,20.048
SLB,YR2011,20.508
SLB,YR2012,20.97
SLB,YR2013,21.433
SLB,YR2014,21.896
SLB,YR2015,22.36
SLB,YR2016,22.823
SLB,YR2017,23.286
SLB,YR2018,23.749
SLB,YR2019,24.21
SLE,YR2006,37.303
SLE,YR2007,37.689
SLE,YR2008,38.077
SLE,YR2009,38.466
SLE,YR2010,38.856
SLE,YR2011,39.248
SLE,YR2012,39.642
SLE,YR2013,40.036
SLE,YR2014,40.432
SLE,YR2015,40.829
SLE,YR2016,41.228
SLE,YR2017,41.636
SLE,YR2018,42.055
SLE,YR2019,42.484
SLV,YR2006,62.187
SLV,YR2007,62.774
SLV,YR2008,63.678
SLV,YR2009,64.57
SLV,YR2010,65.452
SLV,YR2011,66.325
SLV,YR2012,67.187
SLV,YR2013,68.036
SLV,YR2014,68.874
SLV,YR2015,69.7
SLV,YR2016,70.501
SLV,YR2017,71.275
SLV,YR2018,72.023
SLV,YR2019,72.746
SMR,YR2006,94.736
SMR,YR2007,95.007
SMR,YR2008,95.264
SMR,YR2009,95.508
SMR,YR2010,95.74
SMR,YR2011,95.961
SMR,YR2012,96.171
SMR,YR2013,96.37
SMR,YR2014,96.559
SMR,YR2015,96.739
SMR,YR2016,96.91
SMR,YR2017,97.072
SMR,YR2018,97.226
SMR,YR2019,97.368
SOM,YR2006,37.1
SOM,YR2007,34.404
SOM,YR2008,36.011
SOM,YR2009,37.645
SOM,YR2010,39.31
SOM,YR2011,41.0
SOM,YR2012,41.558
SOM,YR2013,42.117
SOM,YR2014,42.679
SOM,YR2015,43.245
SOM,YR2016,43.816
SOM,YR2017,44.391
SOM,YR2018,44.971
SOM,YR2019,45.554
SRB,YR2006,54.105
SRB,YR2007,54.328
SRB,YR2008,54.55
SRB,YR2009,54.772
SRB,YR2010,54.993
SRB,YR2011,55.215
SRB,YR2012,55.356
SRB,YR2013,55.469
SRB,YR2014,55.583
SRB,YR2015,55.696
SRB,YR2016,55.81
SRB,YR2017,55.942
SRB,YR2018,56.092
SRB,YR2019,56.26
SSA,YR2006,34.0712387503664
SSA,YR2007,34.4867378377072
SSA,YR2008,34.9898686978281
SSA,YR2009,35.497846604018
SSA,YR2010,36.0134126909245
SSA,YR2011,36.5353524904486
SSA,YR2012,37.0469094384322
SSA,YR2013,37.5602744018701
SSA,YR2014,38.0874962507089
SSA,YR2015,38.6297660441807
SSA,YR2016,39.1593804235024
SSA,YR2017,39.685703269684
SSA,YR2018,40.223086645972
SSA,YR2019,40.7578587116271
SSD,YR2006,17.287
SSD,YR2007,17.42
SSD,YR2008,17.555
SSD,YR2009,17.701
SSD,YR2010,17.86
SSD,YR2011,18.032
SSD,YR2012,18.217
SSD,YR2013,18.415
SSD,YR2014,18.626
SSD,YR2015,18.852
SSD,YR2016,19.092
SSD,YR2017,19.346
SSD,YR2018,19.615
SSD,YR2019,19.899
SSF,YR2006,34.0731599930885
SSF,YR2007,34.4886062372549
SSF,YR2008,34.9917097740509
SSF,YR2009,35.4996286138736
SSF,YR2010,36.015180198568
SSF,YR2011,36.53701418725
SSF,YR2012,37.0485316902706
SSF,YR2013,37.5618732342058
SSF,YR2014,38.0890675873544
SSF,YR2015,38.6313191921447
SSF,YR2016,39.1609037645277
SSF,YR2017,39.6871965003954
SSF,YR2018,40.2245453263424
SSF,YR2019,40.7592828637136
SST,YR2006,52.0182501155792
SST,YR2007,52.7724613743379
SST,YR2008,53.5187902954634
SST,YR2009,54.1901716475101
SST,YR2010,54.7412825388885
SST,YR2011,55.2356700485891
SST,YR2012,55.7240124523575
SST,YR2013,56.2328168120326
SST,YR2014,56.8029884277001
SST,YR2015,57.3892912929096
SST,YR2016,57.9419378149317
SST,YR2017,58.4257482296914
SST,YR2018,58.8223814846902
SST,YR2019,59.1980447262236
STP,YR2006,60.348
STP,YR2007,61.52
STP,YR2008,62.68
STP,YR2009,63.823
STP,YR2010,64.952
STP,YR2011,66.064
STP,YR2012,67.16
STP,YR2013,68.208
STP,YR2014,69.213
STP,YR2015,70.174
STP,YR2016,71.092
STP,YR2017,71.968
STP,YR2018,72.803
STP,YR2019,73.598
SUR,YR2006,66.615
SUR,YR2007,66.547
SUR,YR2008,66.479
SUR,YR2009,66.412
SUR,YR2010,66.344
SUR,YR2011,66.276
SUR,YR2012,66.208
SUR,YR2013,66.14
SUR,YR2014,66.089
